order_id,order_item_id,sku,price,quantity
550,1,SKU-503,999.99,1.0
18565,1,SKU110,4480.0,2.0
17631,1,SKU178,4603.0,1.0
487,1,SKU-924,100.0,2.0
14808,4,SKU-179,0.0,2.0
16995,3,SKU_431,999.99,2.0
7135,1,SKU_651,0.0,2.0
7649,2,SKU_460,0.0,1.0
4318,1,SKU569,2845.0,2.0
11753,2,NAN,100.0,0.0
4708,1,SKU-541,0.0,2.0
19668,3,NAN,0.0,2.0
14268,1,SKU_510,0.0,0.0
6872,1,SKU330,0.0,0.0
15384,1,SKU-976,1616.0,0.0
17832,1,SKU_711,999.99,0.0
12490,2,SKU768,4174.0,0.0
17017,2,SKU1023,3900.0,2.0
17070,1,SKU_610,999.99,2.0
6663,1,SKU_651,1514.0,0.0
663,2,NAN,268.0,0.0
3517,1,SKU_142,3610.0,2.0
14268,4,SKU_622,999.99,2.0
11753,1,SKU_283,0.0,1.0
3666,3,SKU43,100.0,0.0
2116,1,SKU725,2328.0,0.0
1397,1,SKU413,0.0,2.0
729,1,SKU_553,3134.0,2.0
6540,1,SKU-215,0.0,0.0
1519,1,SKU-1174,0.0,2.0
3135,2,NAN,999.99,2.0
11700,1,NAN,0.0,2.0
16227,2,SKU-872,0.0,0.0
7312,2,SKU-332,999.99,2.0
2797,2,SKU-297,100.0,1.0
9213,2,NAN,0.0,0.0
8083,1,SKU_143,999.99,2.0
3448,3,SKU_795,100.0,1.0
12381,1,NAN,3599.0,0.0
4519,2,SKU1,999.99,2.0
13380,2,SKU-294,100.0,0.0
12976,1,SKU_295,0.0,2.0
13917,3,SKU466,100.0,0.0
1323,2,SKU1054,3567.0,1.0
16879,1,SKU_135,100.0,2.0
6600,1,SKU-526,0.0,0.0
3920,4,SKU-1005,4808.0,2.0
13159,2,SKU-191,0.0,2.0
16462,3,SKU495,0.0,2.0
9942,2,SKU_502,4894.0,1.0
16225,1,SKU_927,2329.0,2.0
7196,1,SKU894,0.0,2.0
6714,1,NAN,999.99,1.0
17644,2,SKU877,999.99,0.0
10774,1,SKU-168,0.0,0.0
15085,1,SKU-177,4666.0,1.0
7040,2,SKU256,0.0,0.0
12353,2,SKU-318,999.99,1.0
17611,2,SKU-1161,100.0,2.0
18511,3,NAN,100.0,0.0
6896,1,SKU701,0.0,1.0
19683,4,SKU445,0.0,0.0
16516,1,SKU584,0.0,1.0
13186,1,SKU542,0.0,2.0
17564,1,SKU463,62.0,0.0
202,1,SKU-163,4193.0,2.0
10855,3,SKU-296,0.0,0.0
14460,1,SKU384,2451.0,2.0
2986,3,SKU-968,4654.0,2.0
9498,2,SKU_181,2635.0,2.0
568,1,NAN,0.0,2.0
17322,1,SKU_814,0.0,1.0
568,3,NAN,100.0,2.0
2264,3,NAN,999.99,0.0
16262,2,SKU541,2926.0,0.0
9057,3,SKU282,3535.0,2.0
13665,1,SKU-164,999.99,1.0
2140,1,SKU-891,0.0,0.0
19113,3,NAN,0.0,0.0
4129,2,SKU-423,0.0,1.0
14924,4,SKU-853,999.99,2.0
3318,1,SKU1170,3497.0,0.0
18953,3,NAN,999.99,1.0
7552,2,SKU990,0.0,2.0
16181,4,SKU_451,0.0,1.0
777,1,SKU931,0.0,1.0
5907,1,NAN,4165.0,2.0
13725,3,SKU262,2518.0,0.0
6354,1,SKU_1090,958.0,0.0
1733,2,SKU904,100.0,0.0
17470,1,NAN,999.99,2.0
1944,2,SKU480,3044.0,2.0
12143,1,SKU-797,0.0,0.0
13594,1,SKU-1186,999.99,2.0
8552,3,NAN,999.99,0.0
921,1,SKU-335,3391.0,1.0
17761,1,SKU-1111,1878.0,2.0
12437,2,SKU469,999.99,2.0
12373,3,SKU161,0.0,1.0
1906,4,SKU-570,0.0,2.0
7216,1,NAN,999.99,0.0
6114,1,SKU990,4240.0,0.0
15061,1,SKU1060,4405.0,2.0
14590,3,SKU451,0.0,0.0
418,1,SKU4,0.0,2.0
10855,1,SKU91,0.0,2.0
13596,2,SKU101,999.99,1.0
6956,1,SKU334,100.0,0.0
2823,3,NAN,1562.0,0.0
6742,1,SKU_58,0.0,0.0
5916,1,SKU_331,429.0,2.0
12982,1,SKU526,1674.0,2.0
17397,3,SKU-789,999.99,0.0
2796,4,NAN,100.0,0.0
14084,2,NAN,3907.0,2.0
2771,3,SKU1184,100.0,2.0
18247,2,SKU117,2344.0,2.0
17882,2,SKU-901,999.99,2.0
16216,2,SKU_1147,0.0,2.0
10571,3,SKU1012,0.0,0.0
17309,3,NAN,100.0,0.0
17925,1,SKU_424,3645.0,1.0
1805,1,SKU1124,0.0,1.0
15810,1,SKU1006,0.0,0.0
8210,1,SKU-1121,1562.0,0.0
16373,2,SKU_772,4568.0,1.0
12322,1,NAN,1121.0,0.0
18053,2,SKU_678,0.0,2.0
5128,2,SKU_1,4549.0,0.0
2538,2,SKU313,999.99,0.0
15433,1,NAN,999.99,0.0
19634,4,SKU_1097,0.0,0.0
3362,1,SKU_1080,0.0,2.0
10574,2,SKU-195,0.0,2.0
709,2,NAN,0.0,1.0
6501,2,SKU328,100.0,2.0
2332,2,SKU519,0.0,2.0
4095,4,SKU1079,100.0,2.0
3457,2,SKU76,3672.0,2.0
9270,3,SKU-442,970.0,0.0
14105,1,SKU1102,3164.0,2.0
12815,3,SKU784,2667.0,0.0
17357,2,SKU-1170,999.99,2.0
9277,1,NAN,3048.0,2.0
14479,3,SKU1079,0.0,0.0
4799,1,SKU690,461.0,1.0
13660,4,SKU186,999.99,2.0
11001,2,SKU_154,100.0,0.0
18463,3,SKU1021,999.99,1.0
3961,3,SKU-305,3703.0,2.0
19272,3,SKU548,0.0,0.0
741,2,SKU-774,100.0,0.0
10203,1,SKU-132,2156.0,1.0
19206,3,SKU930,2539.0,0.0
5247,1,SKU_689,999.99,0.0
5082,1,SKU_477,0.0,2.0
7101,3,SKU247,0.0,2.0
18913,4,SKU1127,999.99,0.0
13651,1,SKU46,2954.0,0.0
1626,1,NAN,0.0,1.0
11901,2,SKU-160,999.99,1.0
10946,1,SKU787,2475.0,2.0
15078,1,SKU498,100.0,2.0
9608,3,NAN,4459.0,2.0
3568,2,SKU-761,0.0,2.0
1852,1,SKU-12,100.0,2.0
9017,3,SKU398,3163.0,0.0
1674,2,SKU_547,999.99,0.0
8634,2,SKU-330,0.0,2.0
2274,1,SKU-1096,1805.0,0.0
17541,1,SKU141,0.0,0.0
1137,3,NAN,2756.0,2.0
19764,1,SKU_92,0.0,0.0
12443,2,SKU621,2798.0,0.0
16710,3,NAN,100.0,2.0
6219,1,SKU886,3683.0,2.0
1203,2,SKU484,1743.0,0.0
12247,1,SKU178,100.0,0.0
15250,1,SKU796,999.99,1.0
18419,1,SKU368,0.0,2.0
15762,1,SKU_1126,0.0,2.0
658,3,SKU-253,3635.0,0.0
3247,1,SKU-753,3770.0,2.0
9900,1,SKU_396,2259.0,1.0
14765,1,SKU1002,3726.0,2.0
19720,1,SKU467,4938.0,2.0
2490,1,SKU_894,999.99,2.0
5629,1,NAN,999.99,1.0
16552,1,SKU857,0.0,2.0
5284,3,SKU481,0.0,2.0
1146,2,SKU610,1042.0,0.0
437,1,SKU_845,100.0,1.0
276,2,SKU-114,1275.0,2.0
16555,1,NAN,0.0,0.0
14678,4,SKU316,4819.0,1.0
2244,1,SKU-223,100.0,2.0
3789,4,SKU_800,3517.0,2.0
7192,3,SKU868,0.0,2.0
15788,1,SKU1167,999.99,2.0
12599,3,SKU-551,0.0,0.0
11132,2,NAN,999.99,2.0
11837,1,SKU886,2187.0,2.0
14577,3,SKU_489,0.0,0.0
1486,2,SKU-472,0.0,0.0
19223,2,NAN,0.0,1.0
6293,1,SKU-934,2549.0,1.0
19979,2,NAN,0.0,1.0
3775,2,NAN,63.0,0.0
9793,3,SKU-939,4025.0,1.0
6145,3,NAN,0.0,0.0
18616,1,NAN,0.0,0.0
15784,3,NAN,0.0,0.0
12722,2,SKU211,100.0,1.0
5661,3,SKU1084,1626.0,2.0
19291,2,SKU-539,1293.0,0.0
11786,1,SKU-898,100.0,2.0
10058,2,NAN,100.0,2.0
6669,4,SKU-875,0.0,2.0
16090,4,SKU412,999.99,0.0
1263,3,NAN,0.0,1.0
14781,3,SKU686,999.99,0.0
11327,3,SKU30,100.0,0.0
19281,3,SKU890,100.0,1.0
15582,1,SKU1143,0.0,0.0
19776,1,SKU_964,0.0,2.0
10966,2,SKU190,0.0,2.0
12366,1,SKU_606,100.0,0.0
4626,1,SKU713,2770.0,0.0
13297,1,NAN,100.0,2.0
6374,1,SKU_620,3368.0,2.0
6549,3,SKU1037,0.0,2.0
1700,3,SKU-785,0.0,0.0
16729,1,SKU-231,641.0,0.0
2686,3,SKU542,152.0,0.0
16629,3,NAN,0.0,0.0
3477,1,SKU1100,0.0,2.0
14697,1,SKU334,999.99,0.0
8896,1,NAN,100.0,0.0
7028,2,SKU908,999.99,2.0
10552,1,NAN,3432.0,2.0
8682,4,SKU168,0.0,0.0
1607,2,SKU918,0.0,0.0
5649,2,SKU_1102,2590.0,0.0
18595,2,SKU_510,417.0,2.0
6902,2,NAN,100.0,0.0
9418,1,SKU_211,100.0,0.0
7443,1,NAN,0.0,1.0
15620,3,SKU581,999.99,2.0
14812,2,NAN,1035.0,0.0
17874,1,SKU_512,0.0,0.0
19478,2,SKU-1040,0.0,0.0
16415,4,NAN,203.0,2.0
7359,1,SKU602,3897.0,2.0
452,3,SKU427,0.0,1.0
16491,2,SKU-1109,100.0,1.0
12080,3,SKU955,0.0,2.0
1386,3,SKU-171,999.99,0.0
8282,1,SKU1004,499.0,0.0
14605,1,SKU217,731.0,1.0
16091,3,NAN,999.99,2.0
11388,1,NAN,100.0,2.0
3729,1,SKU_938,4096.0,0.0
6315,2,SKU814,999.99,2.0
14193,1,SKU_864,0.0,0.0
19053,2,SKU-597,4024.0,2.0
15308,1,SKU142,4474.0,2.0
907,1,SKU1134,1058.0,1.0
7896,2,SKU1105,0.0,0.0
15856,1,SKU32,0.0,2.0
4940,2,SKU_632,0.0,1.0
11568,3,NAN,0.0,0.0
6659,2,SKU530,0.0,0.0
14914,1,SKU-179,0.0,0.0
14431,1,SKU925,0.0,0.0
5047,2,SKU1036,3537.0,1.0
7336,3,NAN,0.0,0.0
7711,1,SKU721,999.99,0.0
12797,3,SKU378,2732.0,0.0
11951,2,SKU703,0.0,2.0
17457,3,NAN,0.0,2.0
1628,3,NAN,0.0,2.0
3258,1,SKU322,3909.0,2.0
17515,3,SKU788,4696.0,2.0
8364,2,SKU478,0.0,2.0
342,1,SKU856,1279.0,0.0
4206,1,SKU-403,100.0,2.0
6529,2,NAN,0.0,2.0
6866,4,NAN,4124.0,0.0
15398,4,SKU717,100.0,0.0
2740,1,SKU_650,887.0,0.0
8212,3,SKU540,999.99,2.0
1972,1,SKU-1006,0.0,2.0
16254,4,SKU27,0.0,1.0
14821,4,SKU-482,4171.0,2.0
1604,4,NAN,0.0,0.0
18927,3,SKU306,3879.0,0.0
12587,3,SKU151,100.0,0.0
4397,2,SKU424,0.0,2.0
15769,1,NAN,0.0,2.0
13429,1,SKU_921,0.0,0.0
17692,2,SKU1192,999.99,0.0
10948,2,SKU1035,100.0,0.0
3301,4,SKU-828,233.0,2.0
294,2,SKU-86,999.99,0.0
4247,1,SKU_81,100.0,2.0
14129,2,NAN,2467.0,2.0
7355,1,SKU-252,381.0,0.0
18780,1,SKU202,0.0,2.0
10974,1,SKU935,0.0,1.0
1070,3,SKU_412,0.0,0.0
16625,1,SKU517,0.0,0.0
12448,1,SKU425,100.0,0.0
7801,3,SKU871,0.0,2.0
8429,2,SKU-481,100.0,2.0
18545,3,NAN,0.0,0.0
15083,2,SKU-594,2016.0,0.0
13303,4,SKU75,2961.0,2.0
625,4,NAN,100.0,0.0
5990,3,SKU-364,1091.0,0.0
6407,1,SKU_168,987.0,2.0
4831,2,NAN,100.0,0.0
12872,3,NAN,1032.0,1.0
16504,3,SKU-977,0.0,1.0
12277,1,SKU22,0.0,0.0
1377,2,SKU729,2450.0,2.0
6958,4,SKU_491,0.0,0.0
18810,4,NAN,0.0,1.0
3676,1,SKU-579,0.0,0.0
8384,4,SKU379,3413.0,0.0
5636,1,SKU-79,100.0,2.0
12960,2,SKU_63,4295.0,0.0
8607,1,SKU828,999.99,2.0
11007,2,SKU_621,999.99,1.0
15268,2,SKU-95,0.0,1.0
4025,2,SKU_175,972.0,2.0
16439,2,SKU_426,0.0,0.0
12540,2,SKU1037,0.0,0.0
10009,1,SKU146,999.99,0.0
17094,1,SKU605,0.0,0.0
1445,1,SKU610,999.99,1.0
15940,2,SKU646,968.0,0.0
6728,2,SKU1087,999.99,1.0
11858,1,SKU-568,100.0,2.0
15140,4,SKU216,0.0,2.0
1255,2,SKU_1042,177.0,1.0
9985,3,SKU186,999.99,1.0
14603,1,SKU_87,3538.0,1.0
14308,1,SKU_1188,999.99,0.0
12507,3,SKU576,100.0,0.0
17147,2,SKU-68,100.0,2.0
12387,2,SKU-896,0.0,2.0
1148,4,SKU_366,4349.0,2.0
17209,2,SKU306,0.0,1.0
3707,3,SKU126,0.0,1.0
18706,1,SKU-649,2427.0,2.0
6140,3,SKU-1085,0.0,2.0
1757,2,SKU-1170,0.0,1.0
16369,3,SKU_955,0.0,0.0
12754,4,SKU785,3608.0,2.0
3080,1,SKU_460,999.99,1.0
2122,2,SKU407,3683.0,2.0
9852,2,SKU395,0.0,0.0
5398,1,SKU991,0.0,1.0
10626,2,NAN,0.0,2.0
297,3,SKU1070,0.0,1.0
1337,3,NAN,3329.0,1.0
13222,1,SKU750,100.0,1.0
11617,3,NAN,1519.0,0.0
17992,4,SKU1167,0.0,1.0
4473,2,NAN,0.0,0.0
14696,1,SKU-629,999.99,1.0
459,2,SKU458,3558.0,0.0
18972,2,NAN,100.0,0.0
18298,2,NAN,4408.0,2.0
17619,2,NAN,4313.0,1.0
12936,2,SKU638,0.0,1.0
16724,4,SKU_45,0.0,1.0
15124,4,NAN,999.99,0.0
16708,3,SKU-784,100.0,0.0
6806,2,SKU71,0.0,1.0
13176,2,SKU-857,100.0,2.0
12448,2,SKU-382,100.0,0.0
4529,2,SKU-743,4564.0,0.0
19114,2,SKU-963,0.0,1.0
4175,1,SKU-672,999.99,0.0
7338,2,SKU_514,100.0,0.0
17751,2,SKU_567,0.0,2.0
4459,4,SKU-316,999.99,2.0
15346,4,SKU_303,911.0,1.0
234,3,SKU475,999.99,1.0
15443,3,SKU_1151,100.0,0.0
4855,1,SKU-387,3641.0,2.0
17656,2,NAN,100.0,0.0
6926,1,SKU_1163,100.0,2.0
748,2,SKU-94,999.99,2.0
15958,1,SKU620,2799.0,2.0
12186,2,NAN,999.99,0.0
7560,3,SKU203,73.0,1.0
18678,2,SKU194,100.0,2.0
9961,1,SKU-19,100.0,0.0
19975,4,SKU427,646.0,0.0
9696,2,SKU900,999.99,2.0
19505,4,SKU901,0.0,1.0
11316,1,SKU_909,4719.0,2.0
10196,3,NAN,0.0,1.0
5309,3,SKU475,100.0,0.0
1144,1,SKU169,3096.0,1.0
6296,1,NAN,999.99,0.0
193,1,SKU1065,2916.0,2.0
18085,1,SKU-797,0.0,0.0
3285,3,SKU1122,0.0,0.0
6985,1,SKU-470,974.0,1.0
18396,1,SKU1013,189.0,2.0
9580,3,NAN,999.99,0.0
17611,3,NAN,0.0,0.0
12597,3,SKU22,0.0,2.0
12331,1,SKU-600,0.0,0.0
8259,2,NAN,100.0,1.0
4116,2,NAN,0.0,2.0
11568,4,SKU206,0.0,0.0
11437,1,NAN,0.0,0.0
11877,4,NAN,0.0,2.0
8853,1,SKU_1076,0.0,2.0
7974,1,NAN,4352.0,0.0
10933,1,NAN,999.99,0.0
6235,2,SKU-773,1844.0,0.0
2454,3,SKU136,999.99,1.0
54,1,SKU_721,3210.0,1.0
5527,2,SKU350,0.0,2.0
16579,2,SKU-773,0.0,2.0
10939,1,SKU_234,0.0,0.0
6396,2,SKU682,999.99,0.0
18865,1,SKU_412,100.0,2.0
13422,3,SKU1010,999.99,2.0
16626,1,SKU_72,100.0,1.0
2855,4,NAN,999.99,0.0
6546,3,SKU_1161,392.0,0.0
16433,1,NAN,100.0,0.0
9623,4,SKU351,999.99,2.0
949,2,NAN,0.0,1.0
6002,2,SKU-674,0.0,1.0
12121,1,SKU_998,0.0,0.0
17953,3,SKU386,100.0,2.0
4623,1,SKU788,0.0,1.0
301,3,SKU-613,0.0,0.0
8969,4,SKU_728,3734.0,0.0
8556,1,SKU1097,100.0,2.0
4492,2,SKU262,0.0,0.0
14350,2,NAN,0.0,0.0
9196,2,SKU_25,0.0,2.0
992,1,SKU708,2218.0,0.0
3967,1,SKU718,2313.0,2.0
12886,4,SKU353,0.0,2.0
10061,1,NAN,999.99,1.0
12838,1,SKU482,106.0,0.0
550,3,SKU_1123,999.99,0.0
675,3,SKU-667,999.99,2.0
18901,2,NAN,0.0,1.0
7639,1,SKU159,100.0,0.0
8878,2,SKU_721,0.0,2.0
9249,2,SKU452,999.99,0.0
12359,4,SKU_638,100.0,2.0
16761,1,SKU_1060,4816.0,1.0
8208,3,SKU715,3023.0,2.0
16223,1,SKU_1063,1619.0,2.0
10318,1,SKU_850,3859.0,1.0
16972,3,SKU404,153.0,0.0
14151,2,NAN,0.0,0.0
6867,1,SKU168,0.0,0.0
19751,1,SKU-502,100.0,2.0
11750,4,NAN,0.0,1.0
3062,4,SKU_253,999.99,1.0
19919,2,SKU285,0.0,0.0
8815,3,NAN,4502.0,0.0
16740,1,NAN,999.99,0.0
5540,4,SKU-966,0.0,0.0
4297,2,SKU264,1829.0,1.0
16039,1,SKU475,999.99,1.0
13539,1,SKU-32,0.0,1.0
8072,3,SKU828,3778.0,1.0
19568,1,SKU-295,2451.0,0.0
6445,2,NAN,999.99,2.0
15869,3,NAN,100.0,2.0
17090,1,SKU769,1164.0,2.0
7965,2,NAN,2438.0,0.0
16187,1,SKU989,999.99,0.0
14028,2,NAN,669.0,0.0
15665,1,NAN,999.99,1.0
19734,1,SKU305,1551.0,2.0
7120,1,SKU-1010,351.0,2.0
14053,2,SKU_1159,1788.0,2.0
3827,3,SKU196,100.0,1.0
17914,1,SKU-699,3301.0,2.0
451,1,NAN,3578.0,0.0
6929,1,SKU716,0.0,2.0
416,3,SKU237,0.0,2.0
167,1,NAN,4618.0,0.0
19683,3,SKU_870,0.0,2.0
16209,4,SKU-938,100.0,0.0
8314,2,NAN,0.0,2.0
19617,4,SKU-167,4622.0,0.0
19777,3,NAN,0.0,0.0
9904,3,SKU_324,78.0,1.0
14130,2,SKU407,100.0,0.0
9482,1,SKU-450,670.0,2.0
9079,2,SKU950,0.0,2.0
11037,1,SKU1177,422.0,0.0
14462,2,SKU850,100.0,0.0
19853,3,NAN,2688.0,0.0
11613,2,SKU484,0.0,0.0
2976,1,SKU-29,1306.0,1.0
5511,2,SKU494,0.0,2.0
9334,1,SKU_1039,0.0,2.0
19606,1,SKU-881,4483.0,0.0
18993,2,SKU723,0.0,2.0
18630,1,SKU585,0.0,1.0
17594,1,SKU77,0.0,0.0
3744,1,SKU_657,100.0,2.0
3597,1,NAN,999.99,1.0
13737,1,SKU189,0.0,0.0
14759,3,SKU_917,999.99,0.0
11977,1,SKU_991,2680.0,2.0
11380,1,NAN,4121.0,0.0
4425,2,SKU-24,0.0,2.0
17121,1,SKU721,100.0,2.0
17760,3,SKU406,0.0,1.0
17284,3,SKU477,3877.0,2.0
4574,4,SKU_223,999.99,0.0
4603,1,SKU-560,100.0,2.0
14321,3,SKU-1102,0.0,2.0
3705,2,SKU_779,100.0,2.0
4889,2,SKU810,0.0,0.0
2249,2,SKU411,0.0,2.0
16492,4,SKU-435,2253.0,1.0
9540,2,NAN,0.0,2.0
16679,2,SKU381,0.0,0.0
